"","pcode","Country","name","name_alt","loc_type","loc_subtype","createdate","createby","closedate","updatedate","source","unhcr_assist","status","POINT_X","POINT_Y","adjusted_vars","type"
"2398","NGAs035437","Nigeria","Shiek Sheriff Tijjani Camp",NA,"IDP Camp",NA,"4/23/19","shrestn@unhcr.org",NA,"10/3/19","IOM","Yes",1,13.17646,11.8771,0,"IDP"
"2399","NGAs035379","Nigeria","Goni Kyarimi",NA,"IDP Camp",NA,"4/23/19","shrestn@unhcr.org",NA,"10/2/19","IOM","Yes",1,13.11242,11.79683,0,"IDP"
"2400","NGAs035383","Nigeria","Howai Primary School",NA,"IDP Camp",NA,"4/23/19","shrestn@unhcr.org",NA,"10/2/19","IOM","Yes",1,11.36909,8.96748,0,"IDP"
"2401","NGAs035436","Nigeria","Shehu Musta Ii",NA,"IDP Camp",NA,"4/23/19","shrestn@unhcr.org",NA,"10/3/19","IOM","Yes",1,13.92366,12.04759,0,"IDP"
"2402","NGAs035317","Nigeria","Abatchari Camp",NA,"IDP Settlement",NA,"4/23/19","shrestn@unhcr.org",NA,"10/2/19","IOM","Yes",1,13.1332,11.79443,0,"IDP"
"2403","NGAs035341","Nigeria","Behind Secretariat",NA,"IDP Settlement",NA,"4/23/19","shrestn@unhcr.org",NA,"10/2/19","IOM","Yes",1,13.20949,12.48755,0,"IDP"
"2404","NGAs035428","Nigeria","Police Barrack",NA,"IDP Camp",NA,"4/23/19","shrestn@unhcr.org",NA,"10/3/19","IOM","Yes",1,12.76115,11.16116,0,"IDP"
"2405","NGAs035429","Nigeria","Police Doki",NA,"IDP Camp",NA,"4/23/19","shrestn@unhcr.org",NA,"10/3/19","IOM","Yes",1,12.75827,11.15776,0,"IDP"
"2406","NGAs035390","Nigeria","Karo Kasa",NA,"IDP Camp",NA,"4/23/19","shrestn@unhcr.org",NA,"10/2/19","IOM","Yes",1,13.21325,12.49473,0,"IDP"
"2407","NGAs035386","Nigeria","Jauro Gbadi Primary School Camp",NA,"IDP Camp",NA,"4/23/19","shrestn@unhcr.org",NA,"10/2/19","IOM","Yes",1,11.34857,8.91798,0,"IDP"
"2408","NGAs035442","Nigeria","Ten Housing Quarters",NA,"IDP Camp",NA,"4/23/19","shrestn@unhcr.org",NA,"10/3/19","IOM","Yes",1,12.84496,10.88008,0,"IDP"
"2409","NGAs035427","Nigeria","Pawari",NA,"IDP Camp",NA,"4/23/19","shrestn@unhcr.org",NA,"10/3/19","IOM","Yes",1,10.46283,11.31761,0,"IDP"
"2410","NGAs035424","Nigeria","Old Inec Camp",NA,"IDP Camp",NA,"4/23/19","shrestn@unhcr.org",NA,"10/3/19","IOM","Yes",1,13.15656,11.85983,0,"IDP"
"2411","NGAs035406","Nigeria","Mashamari Kuluye",NA,"IDP Settlement",NA,"4/23/19","shrestn@unhcr.org",NA,"10/3/19","IOM","Yes",0,13.38719,11.66571,0,"IDP"
"2412","NGAs035395","Nigeria","Kilagaru Camp",NA,"IDP Camp",NA,"4/23/19","shrestn@unhcr.org",NA,"10/2/19","UNHCR","Yes",0,14.46741,12.26931,0,"IDP"
"2413","NGAs035439","Nigeria","SSS Quarters",NA,"IDP Camp",NA,"4/23/19","shrestn@unhcr.org",NA,"10/3/19","IOM","Yes",1,12.76536,11.16969,0,"IDP"
"2414","NGAs035371","Nigeria","Funai",NA,"IDP Camp",NA,"4/23/19","shrestn@unhcr.org",NA,"10/2/19","UNHCR","Yes",0,11.53871,11.67177,0,"IDP"
"2415","NGAs035421","Nigeria","Nguro Yalaye",NA,"IDP Camp",NA,"4/23/19","shrestn@unhcr.org",NA,"10/3/19","IOM","Yes",1,13.2103,12.49623,0,"IDP"
"2416","NGAs035385","Nigeria","Isa Gamai Camp",NA,"IDP Settlement",NA,"4/23/19","shrestn@unhcr.org",NA,"10/2/19","IOM","Yes",1,13.23072,11.86494,0,"IDP"
"2417","NGAs035411","Nigeria","Ministry Of Works Camp",NA,"IDP Camp",NA,"4/23/19","shrestn@unhcr.org",NA,"10/3/19","IOM","Yes",1,13.92523,12.03976,0,"IDP"
"2418","NGAs035372","Nigeria","Gadamayo Bango",NA,"IDP Camp",NA,"4/23/19","shrestn@unhcr.org",NA,"10/2/19","IOM","Yes",1,12.61235,9.82975,0,"IDP"
"2419","NGAs035373","Nigeria","Ggss Gajiganna Camp",NA,"IDP Camp",NA,"4/23/19","shrestn@unhcr.org",NA,"10/3/19","IOM","Yes",1,13.10666,12.25888,0,"IDP"
"2420","NGAs035402","Nigeria","Layin Tsamiya",NA,"IDP Camp",NA,"4/23/19","shrestn@unhcr.org",NA,"11/1/19","UNHCR","Yes",1,11.11056,11.6941,0,"IDP"
"2421","NGAs035431","Nigeria","Real Form Camp",NA,"IDP Settlement",NA,"4/23/19","shrestn@unhcr.org",NA,"10/3/19","IOM","Yes",1,13.14631,11.86493,0,"IDP"
"2422","NGAs035393","Nigeria","Kessa Kura",NA,"IDP Settlement",NA,"4/23/19","shrestn@unhcr.org",NA,"10/2/19","IOM","Yes",1,13.19204,11.91806,0,"IDP"
"2423","NGAs035454","Nigeria","Yejiwa Borehole Camp",NA,"IDP Settlement",NA,"4/23/19","shrestn@unhcr.org",NA,"10/3/19","IOM","Yes",1,13.1313,11.78785,0,"IDP"
"2424","NGAs035409","Nigeria","Mayo Sanganare",NA,"IDP Camp",NA,"4/23/19","shrestn@unhcr.org",NA,"10/3/19","UNHCR","Yes",0,12.07284,9.08514,0,"IDP"
"2425","NGAs035342","Nigeria","Beni Farin Gida",NA,"IDP Settlement",NA,"4/23/19","shrestn@unhcr.org",NA,"10/2/19","IOM","Yes",1,13.14044,11.87316,0,"IDP"
"2426","NGAs035440","Nigeria","St. Hillary",NA,"IDP Settlement",NA,"4/23/19","shrestn@unhcr.org",NA,"10/3/19","IOM","Yes",1,13.13932,11.78912,0,"IDP"
"2427","NGAs035450","Nigeria","Vocational Training Centre",NA,"IDP Settlement",NA,"4/23/19","shrestn@unhcr.org",NA,"10/3/19","IOM","Yes",1,13.26958,10.69363,0,"IDP"
"2428","NGAs035453","Nigeria","Wege Arrival Centre",NA,"IDP Camp",NA,"4/23/19","shrestn@unhcr.org",NA,"10/3/19","IOM","Yes",1,13.77628,11.23177,0,"IDP"
"2429","NGAs035323","Nigeria","Ajiyari 2",NA,"IDP Settlement",NA,"4/23/19","shrestn@unhcr.org",NA,"10/2/19","IOM","Yes",1,11.9378,11.50358,0,"IDP"
"2430","NGAs035438","Nigeria","Shuwari Gaya",NA,"IDP Camp",NA,"4/23/19","shrestn@unhcr.org",NA,"10/3/19","IOM","Yes",1,13.21019,11.78495,0,"IDP"
"2431","NGAs035326","Nigeria","Alhaji Bashir Liman House",NA,"IDP Camp",NA,"4/23/19","shrestn@unhcr.org",NA,"10/2/19","IOM","Yes",1,13.19924,11.85872,0,"IDP"
"2432","NGAs035334","Nigeria","Appawa Pri. School",NA,"IDP Settlement",NA,"4/23/19","shrestn@unhcr.org",NA,"10/2/19","UNHCR","Yes",0,11.47596,9.09675,0,"IDP"
"2433","NGAs035422","Nigeria","Numan Ii Primary School",NA,"IDP Camp",NA,"4/23/19","shrestn@unhcr.org",NA,"10/3/19","UNHCR","Yes",0,12.02038,9.45933,0,"IDP"
"2434","NGAs035350","Nigeria","Bukarti Camp",NA,"IDP Camp",NA,"4/23/19","shrestn@unhcr.org",NA,"10/2/19","IOM","Yes",1,13.20564,12.49437,0,"IDP"
"2435","NGAs035318","Nigeria","Abba Kura Hassan",NA,"IDP Settlement",NA,"4/23/19","shrestn@unhcr.org",NA,"10/2/19","IOM","Yes",1,13.25497,11.86962,0,"IDP"
"2436","NGAs035420","Nigeria","N.R.C Camp",NA,"IDP Camp",NA,"4/23/19","shrestn@unhcr.org",NA,"10/3/19","IOM","Yes",1,13.17469,11.80627,0,"IDP"
"2437","NGAs035388","Nigeria","Kangarmaka Camp",NA,"IDP Camp",NA,"4/23/19","shrestn@unhcr.org",NA,"10/2/19","IOM","Yes",1,13.16508,11.84341,0,"IDP"
"2438","NGAs035316","Nigeria","Abari Y.B.C",NA,"IDP Camp",NA,"4/23/19","shrestn@unhcr.org",NA,"10/2/19","IOM","Yes",1,11.9805,11.72993,0,"IDP"
"2439","NGAs035417","Nigeria","Muna Mallam Kori",NA,"IDP Camp",NA,"4/23/19","shrestn@unhcr.org",NA,"10/3/19","IOM","Yes",1,13.25029,11.86605,0,"IDP"
"2440","NGAs035444","Nigeria","Umbazah Rock Side Camp",NA,"IDP Camp",NA,"4/23/19","shrestn@unhcr.org",NA,"10/3/19","IOM","Yes",1,13.78367,11.23122,0,"IDP"
"2441","NGAs035404","Nigeria","Malayi Camp",NA,"IDP Settlement",NA,"4/23/19","shrestn@unhcr.org",NA,"10/3/19","IOM","Yes",1,13.10208,12.25138,0,"IDP"
"2442","NGAs035445","Nigeria","Unguwar Kwarawa",NA,"IDP Camp",NA,"4/23/19","shrestn@unhcr.org",NA,"10/3/19","IOM","Yes",1,11.96704,12.98791,0,"IDP"
"2443","NGAs035410","Nigeria","Meco",NA,"IDP Settlement",NA,"4/23/19","shrestn@unhcr.org",NA,"10/3/19","IOM","Yes",1,9.77552,7.86051,0,"IDP"
"2444","NGAs035448","Nigeria","V.I.O Camp",NA,"IDP Camp",NA,"4/23/19","shrestn@unhcr.org",NA,"10/3/19","IOM","Yes",1,13.13576,11.79929,0,"IDP"
"2445","NGAs035354","Nigeria","Camp 2 (Wege)",NA,"IDP Camp",NA,"4/23/19","shrestn@unhcr.org",NA,"10/2/19","IOM","Yes",1,13.78606,11.22534,0,"IDP"
"2446","NGAs035435","Nigeria","Sanawuya",NA,"IDP Camp",NA,"4/23/19","shrestn@unhcr.org",NA,"10/3/19","IOM","Yes",1,13.16969,11.87771,0,"IDP"
"2447","NGAs035455","Nigeria","Zadawa Camp",NA,"IDP Settlement",NA,"4/23/19","shrestn@unhcr.org",NA,"10/3/19","IOM","Yes",1,12.90757,10.64814,0,"IDP"
"2448","NGAs035392","Nigeria","Kawar Maila",NA,"IDP Camp",NA,"4/23/19","shrestn@unhcr.org",NA,"10/2/19","IOM","Yes",1,13.16191,11.85571,0,"IDP"
"2449","NGAs035335","Nigeria","Area Market/Bulabulin",NA,"IDP Camp",NA,"4/23/19","shrestn@unhcr.org",NA,"10/3/19","IOM","Yes",1,13.21803,12.48897,0,"IDP"
"2450","NGAs035374","Nigeria","Gidan Bredi Tandari Camp",NA,"IDP Settlement",NA,"4/23/19","shrestn@unhcr.org",NA,"10/3/19","IOM","Yes",1,13.18067,11.85236,0,"IDP"
"2451","NGAs035452","Nigeria","Wakshama",NA,"IDP Settlement",NA,"4/23/19","shrestn@unhcr.org",NA,"10/3/19","IOM","Yes",1,13.16203,11.86203,0,"IDP"
"2452","NGAs035338","Nigeria","Bakin Transformer",NA,"IDP Settlement",NA,"4/23/19","shrestn@unhcr.org",NA,"10/2/19","IOM","Yes",1,11.19703,11.68188,0,"IDP"
"2453","NGAs035397","Nigeria","Kori Camp",NA,"IDP Camp",NA,"4/23/19","shrestn@unhcr.org",NA,"10/2/19","IOM","Yes",1,13.11401,11.79978,0,"IDP"
"2454","NGAs035339","Nigeria","Bare Camp",NA,"IDP Settlement",NA,"4/23/19","shrestn@unhcr.org",NA,"10/2/19","IOM","Yes",1,13.1046,12.26328,0,"IDP"
"2455","NGAs035378","Nigeria","Gongulong Camp",NA,"IDP Camp",NA,"4/23/19","shrestn@unhcr.org",NA,"10/2/19","IOM","Yes",1,13.18808,11.92344,0,"IDP"
"2456","NGAs035367","Nigeria","Fulatari Camp",NA,"IDP Settlement",NA,"4/23/19","shrestn@unhcr.org",NA,"10/2/19","IOM","Yes",1,13.134,11.78566,0,"IDP"
"2457","NGAs035419","Nigeria","Musune",NA,"IDP Camp",NA,"4/23/19","shrestn@unhcr.org",NA,"10/3/19","IOM","Yes",1,13.13491,11.80144,0,"IDP"
"2458","NGAs035369","Nigeria","Fulatari Camp Jere",NA,"IDP Camp",NA,"4/23/19","shrestn@unhcr.org",NA,"10/2/19","IOM","Yes",1,13.1344,11.78566,0,"IDP"
"2459","CODs031856","Democratic Republic of the Congo","Bele",NA,"Refugee Camp",NA,"1/1/00",NA,NA,"11/1/19","UNHCR","Yes",1,30.19388433,3.63565868,1,"Refugee"
"2460","BGDs032254","Bangladesh","Camp 5",NA,"Refugee Camp",NA,"9/20/19","orand@unhcr.org",NA,"9/20/19","UNHCR","Yes",1,92.15081425,21.20220029,0,"Refugee"
"2461","BGDs032258","Bangladesh","Camp 4 Extension",NA,"Refugee Camp",NA,"9/20/19","orand@unhcr.org",NA,"9/20/19","UNHCR","Yes",1,92.13667851,21.20627198,0,"Refugee"
"2462","BGDs032252","Bangladesh","Camp 7","Gundum","Refugee Camp",NA,"9/20/19","orand@unhcr.org",NA,"9/20/19","UNHCR","Yes",1,92.16529654,21.20312163,0,"Refugee"
"2463","BGDs032270","Bangladesh","Camp 16","Bagghona-Putibonia","Refugee Camp",NA,"9/20/19","orand@unhcr.org",NA,"9/20/19","UNHCR","Yes",1,92.1491441,21.15646118,0,"Refugee"
"2464","BGDs032268","Bangladesh","Camp 14","Hakimpara","Refugee Camp",NA,"9/20/19","orand@unhcr.org",NA,"9/20/19","UNHCR","Yes",1,92.14411446,21.16702579,0,"Refugee"
"2465","BGDs032266","Bangladesh","Camp 19","Tasnimarkhola","Refugee Camp",NA,"9/20/19","orand@unhcr.org",NA,"9/20/19","UNHCR","Yes",1,92.14241062,21.18326638,0,"Refugee"
"2466","BGDs032263","Bangladesh","Camp 10",NA,"Refugee Camp",NA,"9/20/19","orand@unhcr.org",NA,"9/20/19","UNHCR","Yes",1,92.15425876,21.18974346,0,"Refugee"
"2467","BGDs032273","Bangladesh","Nayapara RC",NA,"Refugee Camp",NA,"9/20/19","orand@unhcr.org",NA,"9/20/19","UNHCR","Yes",1,92.24986857,20.95734133,0,"Refugee"
"2468","BGDs032267","Bangladesh","Camp 13","Tasnimarkhola-Burmapara","Refugee Camp",NA,"9/20/19","orand@unhcr.org",NA,"9/20/19","UNHCR","Yes",1,92.13985629,21.17858398,0,"Refugee"
"2469","BGDs032260","Bangladesh","Camp 20 Extension",NA,"Refugee Camp",NA,"9/20/19","orand@unhcr.org",NA,"9/20/19","UNHCR","Yes",1,92.13437041,21.19455922,0,"Refugee"
"2470","BGDs032264","Bangladesh","Camp 11",NA,"Refugee Camp",NA,"9/20/19","orand@unhcr.org",NA,"9/20/19","UNHCR","Yes",1,92.15574869,21.18276001,0,"Refugee"
"2471","BGDs032257","Bangladesh","Camp 4",NA,"Refugee Camp",NA,"9/20/19","orand@unhcr.org",NA,"9/20/19","UNHCR","Yes",1,92.14288533,21.20824871,0,"Refugee"
"2472","BGDs032259","Bangladesh","Camp 17",NA,"Refugee Camp",NA,"9/20/19","orand@unhcr.org",NA,"9/20/19","UNHCR","Yes",1,92.14285127,21.19751326,0,"Refugee"
"2473","BGDs032253","Bangladesh","Camp 6",NA,"Refugee Camp",NA,"9/20/19","orand@unhcr.org",NA,"9/20/19","UNHCR","Yes",1,92.15685815,21.20395533,0,"Refugee"
"2474","BGDs032271","Bangladesh","Choukhali",NA,"Refugee Camp",NA,"9/20/19","orand@unhcr.org",NA,"9/20/19","UNHCR","Yes",1,92.14434523,21.14248581,0,"Refugee"
"2475","BGDs032269","Bangladesh","Camp 15","Jamtoli-Baggona","Refugee Camp",NA,"9/20/19","orand@unhcr.org",NA,"9/20/19","UNHCR","Yes",1,92.1429014,21.16056667,0,"Refugee"
"2476","BGDs032272","Bangladesh","Camp 25","Alikhali","Refugee Camp",NA,"9/20/19","orand@unhcr.org",NA,"9/20/19","UNHCR","Yes",1,92.24721875,20.98025789,0,"Refugee"
"2477","BGDs032248","Bangladesh","Camp 1W",NA,"Refugee Camp",NA,"9/20/19","orand@unhcr.org",NA,"9/20/19","UNHCR","Yes",1,92.15234753,21.21342008,0,"Refugee"
"2478","BGDs032256","Bangladesh","Camp 8E","Jomer Chora","Refugee Camp",NA,"9/20/19","orand@unhcr.org",NA,"9/20/19","UNHCR","Yes",1,92.16496577,21.19555784,0,"Refugee"
"2479","BGDs032250","Bangladesh","Camp 2W",NA,"Refugee Camp",NA,"9/20/19","orand@unhcr.org",NA,"9/20/19","UNHCR","Yes",1,92.15832283,21.20891244,0,"Refugee"
"2480","BGDs032247","Bangladesh","Camp 1E","Lambashia","Refugee Camp",NA,"9/20/19","orand@unhcr.org",NA,"9/20/19","UNHCR","Yes",1,92.15565977,21.21653313,0,"Refugee"
"2481","BGDs032251","Bangladesh","Camp 2E",NA,"Refugee Camp",NA,"9/20/19","orand@unhcr.org",NA,"9/20/19","UNHCR","Yes",1,92.16433523,21.20780764,0,"Refugee"
"2482","BGDs032262","Bangladesh","Camp 18",NA,"Refugee Camp",NA,"9/20/19","orand@unhcr.org",NA,"9/20/19","UNHCR","Yes",1,92.14759002,21.18897613,0,"Refugee"
"2483","BGDs032255","Bangladesh","Camp 8W",NA,"Refugee Camp",NA,"9/20/19","orand@unhcr.org",NA,"9/20/19","UNHCR","Yes",1,92.15408375,21.19679049,0,"Refugee"
"2484","BGDs032265","Bangladesh","Camp 12",NA,"Refugee Camp",NA,"9/20/19","orand@unhcr.org",NA,"9/20/19","UNHCR","Yes",1,92.15180694,21.17984846,0,"Refugee"
"2485","BGDs032249","Bangladesh","Camp 3","Modur Chora","Refugee Camp",NA,"9/20/19","orand@unhcr.org",NA,"9/20/19","UNHCR","Yes",1,92.14916441,21.2091658,0,"Refugee"
"2486","BGDs032261","Bangladesh","Camp 20",NA,"Refugee Camp",NA,"9/20/19","orand@unhcr.org",NA,"9/20/19","UNHCR","Yes",1,92.14029645,21.19087118,0,"Refugee"
"2487","BDIs004904","Burundi","Nyankanda",NA,"Refugee Camp",NA,"10/3/19","orand@unhcr.org",NA,"10/3/19","UNHCR","Yes",1,30.312841,-3.289581,0,"Refugee"
"2488","IDNs001750","Indonesia","SDN Fatukmetan",NA,"Refugee Camp","N/A","12/22/99",NA,"1999-12-22T00:00:00Z","11/1/19","UNHCR",NA,0,124.874444,-8.985,0,"Refugee"
"2489","IDNs001752","Indonesia","Fatubou",NA,"Refugee Camp","N/A","12/22/99",NA,"1999-12-22T00:00:00Z","11/1/19","UNHCR",NA,0,124.898333,-8.978889,0,"Refugee"
"2490","IDNs001753","Indonesia","Fatukmetan",NA,"Refugee Camp","N/A","12/22/99",NA,"1999-12-22T00:00:00Z","11/1/19","UNHCR",NA,0,124.876111,-8.983056,0,"Refugee"
"2491","IDNs001755","Indonesia","Fatuluka",NA,"Refugee Camp","N/A","12/20/99",NA,"1999-12-20T00:00:00Z","11/1/19","UNHCR",NA,0,124.868611,-8.99,0,"Refugee"
"2492","IDNs001757","Indonesia","Pekuburan Umum",NA,"Refugee Camp","N/A","12/22/99",NA,"1999-12-22T00:00:00Z","11/1/19","UNHCR",NA,0,124.8928182,-8.97520216,0,"Refugee"
"2493","IDNs001761","Indonesia","Sukaerlaran",NA,"Refugee Camp","N/A","12/9/99",NA,"1999-12-09T00:00:00Z","11/1/19","UNHCR",NA,0,124.9053595,-8.97246172,0,"Refugee"
"2494","IDNs001762","Indonesia","Kampung Baru",NA,"Refugee Camp","N/A","12/9/99",NA,"1999-12-09T00:00:00Z","11/1/19","UNHCR",NA,0,124.8925,-8.979444,0,"Refugee"
"2495","IDNs001764","Indonesia","Makfoho",NA,"Refugee Camp","N/A","12/22/99",NA,"1999-12-22T00:00:00Z","11/1/19","UNHCR",NA,0,124.89,-8.976111,0,"Refugee"
"2496","IDNs001769","Indonesia","Nularan / Biahalarai",NA,"Refugee Camp","N/A","12/9/99",NA,"1999-12-09T00:00:00Z","11/1/19","UNHCR",NA,0,124.8955478,-8.97454239,0,"Refugee"
"2497","IDNs001808","Indonesia","Kenebibi",NA,"Refugee Camp","N/A","12/14/99",NA,"1999-12-14T00:00:00Z","11/1/19","UNHCR",NA,0,124.904167,-8.972778,0,"Refugee"
"2498","IDNs001812","Indonesia","Weain",NA,"Refugee Camp","N/A","12/14/99",NA,"1999-12-14T00:00:00Z","11/1/19","UNHCR",NA,0,124.885,-8.978056,0,"Refugee"
"2499","ERIs000148","Eritrea","Harsile",NA,"Refugee Camp","N/A","1/1/94",NA,"2001-04-06T00:00:00Z","11/1/19","UNHCR",NA,0,42.743366,13.011192,0,"Refugee"
"2500","IDNs001759","Indonesia","Raikatar",NA,"Refugee Camp","N/A","12/15/99",NA,"1999-12-15T00:00:00Z","11/1/19","UNHCR",NA,0,124.83744,-9.00652,0,"Refugee"
"2501","IDNs001763","Indonesia","Berluli",NA,"Refugee Camp","N/A","12/9/99",NA,"1999-12-09T00:00:00Z","11/1/19","UNHCR",NA,0,124.81779,-9.00455,0,"Refugee"
"2502","IDNs001639","Indonesia","Ambeno",NA,"Refugee Camp","N/A","2/6/00",NA,"2000-02-06T00:00:00Z","11/1/19","UNHCR",NA,0,124.490556,-9.181944,0,"Refugee"
"2503","IDNs001652","Indonesia","Kantor Camat",NA,"Refugee Camp","N/A","12/16/99",NA,"1999-12-16T00:00:00Z","11/1/19","UNHCR",NA,0,124.491111,-9.178056,0,"Refugee"
"2504","LBRs001098","Liberia","Banjor",NA,"Refugee Camp","N/A","1/1/96",NA,"2007-12-31T00:00:00Z","11/1/19","UNHCR",NA,0,-10.8097,6.40772,0,"Refugee"
"2505","SRBs000343","Serbia*","Dumidran",NA,"Refugee Settlement","N/A","11/1/02",NA,"2002-11-01T00:00:00Z","11/1/19","UNHCR",NA,0,18.693,42.439,0,"Refugee"
"2506","SRBs000491","Serbia*","Meljine",NA,"Refugee Settlement","N/A","11/1/02",NA,"2002-11-01T00:00:00Z","11/1/19","UNHCR",NA,0,18.56211577,42.4552192,0,"Refugee"
"2507","GABs002359","Gabon","Mayumba",NA,"Refugee Settlement","N/A","11/1/02",NA,NA,"11/1/19","UNHCR","Yes",0,10.657187,-3.425322,0,"Refugee"
"2508","ERIs002007","Eritrea","Umkulu",NA,"Refugee Camp","N/A","11/22/00",NA,NA,"11/1/19","UNHCR","Yes",1,39.45417,15.608649,0,"Refugee"
"2509","MMRs035138","Myanmar","Kyauk Ta Lone",NA,"IDP Camp",NA,"6/9/17","saint@unhcr.org",NA,"11/1/19",NA,NA,1,93.512326,19.424577,0,"IDP"
"2510","MMRs035143","Myanmar","Taung Paw",NA,"IDP Camp",NA,"6/9/17","saint@unhcr.org",NA,"11/1/19",NA,NA,1,93.370038,20.037655,0,"IDP"
"2511","BGDs032274","Bangladesh","Camp 27","Jadimura","Refugee Camp",NA,"9/20/19","orand@unhcr.org",NA,"9/20/19","UNHCR","Yes",1,92.26086396,20.93607329,0,"Refugee"
"2512","SVKs002663","Slovakia","Bratislava",NA,"Refugee Center","Open Shelters for Persons Authorized to Stay (Subsidiary form of protection)","4/6/04",NA,NA,"11/1/19","UNHCR","Yes",0,17.1297,48.1531,0,"Refugee"
"2513","BIHs000063","Bosnia and Herzegovina","Mostar",NA,"Refugee Center","Open Shelters for Persons Authorized to Stay (Subsidiary form of protection)","7/25/05",NA,NA,"11/1/19","UNHCR","Yes",1,17.8111,43.3405,0,"Refugee"
"2514","SVNs002302","Slovenia","Postojna Centre",NA,"Refugee Accomodation","Open Shelters for Persons Authorized to Stay (Subsidiary form of protection)","1/1/92",NA,NA,"11/1/19","UNHCR","Yes",0,14.2175,45.7778,0,"Refugee"
"2515","HUNs002539","Hungary","Nagykanizsa",NA,"Refugee Center","Open Shelters for Persons Authorized to Stay (Subsidiary form of protection)","4/6/04",NA,NA,"11/1/19","UNHCR","Yes",0,17.004236,46.455458,0,"Refugee"
"2516","HUNs002547","Hungary","Györ",NA,"Refugee Center","Open Shelters for Persons Authorized to Stay (Subsidiary form of protection)","4/6/04",NA,NA,"11/1/19","UNHCR","Yes",0,17.638149,47.67831,0,"Refugee"
"2517","SRBs000779","Serbia*","Vranje RC",NA,"Refugee Accomodation","Open reception facility for asylum-seekers","11/1/02",NA,NA,"11/1/19","UNHCR",NA,1,21.914139,42.532389,0,"Refugee"
"2518","HUNs002538","Hungary","Balassagyarmat",NA,"Refugee Center","Open reception facility for asylum-seekers","4/6/04",NA,NA,"11/1/19","UNHCR","Yes",0,19.308849,48.074501,0,"Refugee"
"2519","SSDs005037","South Sudan","Source Yubu",NA,"Refugee Location","Open reception facility for asylum-seekers","5/18/11","KARIMIB@unhcr.org",NA,"11/1/19","UNHCR","Yes",1,27.24937763,5.40022688,0,"Refugee"
"2520","POLs002303","Poland","Lublin",NA,"Refugee Center","Open reception facility for asylum-seekers","11/1/02",NA,NA,"11/1/19","UNHCR","Yes",1,22.57757,51.24218,0,"Refugee"
"2521","POLs002304","Poland","Lomza",NA,"Refugee Center","Open reception facility for asylum-seekers","11/1/02",NA,NA,"11/1/19","UNHCR","Yes",0,22.081381,53.172272,0,"Refugee"
"2522","POLs003037","Poland","Radom",NA,"Refugee Center","Open reception facility for asylum-seekers","8/20/05",NA,NA,"11/1/19","UNHCR","Yes",0,21.15802,51.39608,0,"Refugee"
"2523","BGRs002532","Bulgaria","Plodiv",NA,"Refugee Center","Open reception facility for asylum-seekers","4/6/04",NA,NA,"11/1/19","UNHCR","Yes",0,24.7664,42.1384,0,"Refugee"
"2524","HUNs002536","Hungary","Bicske",NA,"Refugee Center","Open reception facility for asylum-seekers","6/30/03",NA,NA,"11/1/19","UNHCR","Yes",0,18.63583,47.482342,0,"Refugee"
"2525","BGRs002329","Bulgaria","Banya",NA,"Refugee Center","Open reception facility for asylum-seekers","4/6/04",NA,NA,"11/1/19","UNHCR","Yes",1,25.997,42.600483,0,"Refugee"
"2526","BGRs002332","Bulgaria","Busmantsi",NA,"Refugee Center","Open reception facility for asylum-seekers","4/6/04",NA,NA,"11/1/19","UNHCR","Yes",0,23.404,42.689,0,"Refugee"
"2527","BGRs002333","Bulgaria","Pastrogor",NA,"Refugee Center","Open reception facility for asylum-seekers","4/6/04",NA,NA,"11/1/19","UNHCR","Yes",1,26.195,41.827651,0,"Refugee"
"2528","BGRs002658","Bulgaria","Sofia",NA,"Refugee Center","Open reception facility for asylum-seekers","4/6/04",NA,NA,"11/1/19","UNHCR","Yes",0,23.331869,42.70726,0,"Refugee"
"2529","SVKs002397","Slovakia","Humenné",NA,"Refugee Center","Open reception facility for asylum-seekers","1/13/03",NA,NA,"11/1/19","UNHCR","Yes",1,21.905371,48.933,0,"Refugee"
"2530","ROUs080011","Romania","Şomcuta Mare",NA,"Refugee Center","Open reception facility for asylum-seekers","4/26/10","yotsov@unhcr.org",NA,"11/1/19","UNHCR","Yes",1,23.46699905,47.51699829,0,"Refugee"
"2531","ROUs080010","Romania","Rădăuţi",NA,"Refugee Center","Open reception facility for asylum-seekers","4/26/10","yotsov@unhcr.org",NA,"11/1/19","UNHCR","Yes",1,25.913,47.840996,0,"Refugee"
"2532","ROUs002666","Romania","Timisoara",NA,"Refugee Center","Open reception facility for asylum-seekers","4/6/04",NA,NA,"11/1/19","UNHCR","Yes",1,21.237499,45.755539,0,"Refugee"
"2533","POLs002309","Poland","Debak",NA,"Refugee Center","Open reception facility for asylum-seekers","5/25/04",NA,NA,"11/1/19","UNHCR","Yes",1,20.807686,52.1,0,"Refugee"
"2534","HRVs002499","Croatia","Kutina",NA,"Refugee Center","Open reception facility for asylum-seekers","7/27/05",NA,NA,"11/1/19","UNHCR","Yes",1,16.768229,45.464,0,"Refugee"
"2535","HUNs002542","Hungary","Debrecen",NA,"Refugee Center","Open reception facility for asylum-seekers","6/30/03",NA,NA,"11/1/19","UNHCR","Yes",0,21.640631,47.531509,0,"Refugee"
"2536","ROUs002657","Romania","Galaţi",NA,"Refugee Center","Open reception facility for asylum-seekers","4/6/04",NA,NA,"11/1/19","UNHCR","Yes",1,28.031044,45.42572,0,"Refugee"
